pair,timeframe,direction,quality,confidence,consensus,entry_score,risk_reward,regime,kalman_direction,kalman_trend_state,trend_vs_kalman_conflict,confidence_minus_quality,approved,reject_reason,institutional_score,structural_score,market_score,momentum_score,liquidity_score,risk_score,confidence_score_scanner,flow_score,timing_index,conviction_score,entry_score_scanner
ASSETUSDT,1d,long,0.6328,0.8627,0.79,0.0,0.0,trending_down,DOWN,reversing,False,0.2299,False,RVOL 0.15 < 0.7,0.6664,0.5134,0.8694,0.3906,0.916,0.6537,0.8627,0.6,0.689,0.767,0.0
ASSETUSDT,30m,short,0.567,0.8026,0.79,0.8194,0.0,trending_down,DOWN,continuing,False,0.2356,False,RVOL 0.06 < 0.7,0.6357,0.5144,0.8694,0.4911,0.916,0.6537,0.8026,0.2,0.472,0.5518,0.8194
BDXUSDT,30m,short,0.6443,0.864,0.82,0.8254,0.0,trending_down,SIDE,reversing,False,0.2197,False,RVOL 0.06 < 0.7,0.6761,0.6298,0.8402,0.5518,0.874,0.2232,0.864,0.7,0.72,0.7418,0.8254
AIUSDT,1h,short,0.644,0.7241,0.77,0.1026,0.0,trending_down,DOWN,continuing,False,0.0801,False,Sem BOS ou CHoCH confirmado,0.6779,0.1913,0.9084,0.76,1.0,0.574,0.7241,1.0,0.638,0.8527,0.1026
AIUSDT,4h,short,0.6318,0.8656,0.77,0.0,0.0,trending_down,DOWN,continuing,False,0.2338,False,Entry Zone FAIL (score 0.00 < 0.4),0.6961,0.5139,0.9084,0.5905,1.0,0.6021,0.8656,0.46,0.438,0.731,0.0
AIUSDT,1d,short,0.5807,0.7236,0.77,0.0,0.0,trending_down,DOWN,continuing,False,0.1429,False,RVOL 0.11 < 0.7,0.6454,0.5944,0.9084,0.382,1.0,0.6091,0.7236,0.2,0.557,0.6339,0.0
BTRUSDT,1h,short,0.624,0.7888,0.78,0.0,0.0,trending_down,DOWN,continuing,False,0.1648,False,RVOL 0.66 < 0.7,0.6728,0.5942,0.8953,0.372,0.916,0.6786,0.7888,0.5,0.538,0.8042,0.0
ASTEROIDUSDT,4h,short,0.7208,0.8533,0.81,0.0,0.0,trending_up,UP,reversing,False,0.1325,False,Entry Zone FAIL (score 0.00 < 0.4),0.8189,0.9979,0.8633,0.78,0.958,0.2186,0.8533,0.72,0.538,0.587,0.0
ASTEROIDUSDT,30m,long,0.5925,0.8499,0.81,0.8064,0.0,trending_up,UP,continuing,False,0.2574,False,RVOL 0.01 < 0.7,0.6256,0.5134,0.8633,0.5425,0.958,0.1765,0.8499,0.4,0.48,0.8254,0.8064
BGBUSDT,1d,short,0.6689,0.8629,0.81,0.0703,0.0,trending_down,DOWN,continuing,False,0.194,False,RVOL 0.11 < 0.7,0.6902,0.5134,0.8561,0.5618,0.874,0.6182,0.8629,0.7,0.74,0.941,0.0703
BGBUSDT,4h,short,0.5867,0.7228,0.81,0.6627,0.0,trending_down,UP,continuing,True,0.1361,False,RVOL 0.59 < 0.7,0.6617,0.5942,0.8561,0.6587,0.874,0.6253,0.7228,0.2,0.59,0.547,0.6627
BGBUSDT,1h,short,0.5776,0.8,0.81,0.6183,0.0,trending_down,DOWN,continuing,False,0.2224,False,RVOL 0.46 < 0.7,0.6375,0.514,0.8561,0.4513,0.874,0.6182,0.8,0.4,0.48,0.5978,0.6183
COINDEPOUSDT,4h,long,0.618,0.7529,0.75,0.0,0.0,ranging,UP,continuing,False,0.1349,False,Entry Zone FAIL (score 0.00 < 0.4),0.6442,0.515,0.4595,0.6042,0.916,0.6723,0.7529,0.76,0.594,0.8812,0.0
COINDEPOUSDT,1h,long,0.5676,0.7457,0.75,0.0,0.0,ranging,DOWN,reversing,False,0.1781,False,RVOL 0.64 < 0.7,0.6169,0.5139,0.4595,0.6687,0.916,0.6723,0.7457,0.4,0.66,0.5612,0.0
ACNUSDT,30m,short,0.6068,0.7523,0.74,0.549,0.0,reversal,DOWN,reversing,False,0.1455,False,RVOL 0.08 < 0.7,0.6696,0.5947,0.8803,0.4968,0.916,0.617,0.7523,0.4,0.572,0.6525,0.549
ACNUSDT,1d,short,0.4945,0.6798,0.74,0.0,0.0,reversal,SIDE,reversing,False,0.1853,False,RVOL 0.14 < 0.7,0.5584,0.1905,0.8803,0.5676,0.916,0.5819,0.6798,0.3,0.42,0.4381,0.0
ARUSDT,1h,short,0.5047,0.723,0.72,0.0,0.0,trending_down,DOWN,continuing,False,0.2183,False,RVOL 0.35 < 0.7,0.5498,0.1911,0.8538,0.4307,0.874,0.76,0.723,0.3,0.46,0.5799,0.0
ARUSDT,4h,short,0.5002,0.7225,0.72,0.1937,0.0,trending_down,DOWN,continuing,False,0.2223,False,RVOL 0.53 < 0.7,0.5452,0.1911,0.8538,0.4664,0.874,0.76,0.7225,0.2,0.48,0.5828,0.1937
ARUSDT,1d,short,0.4986,0.7193,0.72,0.0,0.0,trending_down,DOWN,reversing,False,0.2207,False,RVOL 0.07 < 0.7,0.5487,0.1906,0.8538,0.493,0.874,0.76,0.7193,0.2,0.51,0.5127,0.0
ARUSDT,30m,short,0.4866,0.7237,0.72,0.5969,0.0,trending_down,DOWN,continuing,False,0.2371,False,RVOL 0.02 < 0.7,0.53,0.1913,0.8538,0.3644,0.874,0.76,0.7237,0.2,0.46,0.556,0.5969
BLASTUSDT,30m,long,0.5296,0.7235,0.83,0.9469,0.0,trending_up,UP,continuing,False,0.1939,False,RVOL 0.03 < 0.7,0.5683,0.5944,0.8338,0.3651,0.874,0.1646,0.7235,0.2,0.52,0.6634,0.9469
BTYUSDT,1d,short,0.6007,0.822,0.81,0.0,0.0,reversal,DOWN,continuing,False,0.2213,False,RVOL 0.12 < 0.7,0.6568,0.5132,0.8819,0.5049,0.916,0.6084,0.822,0.4,0.421,0.7479,0.0
CESUSDT,1h,short,0.6184,0.8641,0.82,0.0,0.0,trending_down,DOWN,continuing,False,0.2457,False,RVOL 0.33 < 0.7,0.6646,0.5135,0.8501,0.5459,0.874,0.4935,0.8641,0.6,0.43,0.7881,0.0
CESUSDT,30m,short,0.5715,0.8613,0.82,0.8901,0.0,trending_down,DOWN,continuing,False,0.2898,False,RVOL 0.00 < 0.7,0.6164,0.5131,0.8501,0.36,0.874,0.4935,0.8613,0.4,0.38,0.7209,0.8901
CHZUSDT,4h,short,0.6582,0.8638,0.85,0.0,0.0,trending_down,DOWN,continuing,False,0.2056,False,Entry Zone FAIL (score 0.00 < 0.4),0.7225,0.5135,0.896,0.7744,0.916,0.7374,0.8638,0.46,0.558,0.7527,0.0
CHZUSDT,30m,short,0.6516,0.8642,0.85,0.0146,0.0,trending_down,DOWN,continuing,False,0.2126,False,RVOL 0.05 < 0.7,0.6757,0.5135,0.896,0.3693,0.916,0.7374,0.8642,0.6,0.699,0.9163,0.0146
CHZUSDT,1h,short,0.6388,0.7879,0.85,0.5243,0.0,trending_down,DOWN,continuing,False,0.1491,False,RVOL 0.50 < 0.7,0.6846,0.594,0.896,0.3405,0.916,0.7444,0.7879,0.6,0.578,0.8288,0.5243
CRCLONUSDT,1d,short,0.666,0.8643,0.7,0.0,0.0,trending_down,DOWN,continuing,False,0.1983,False,RVOL 0.22 < 0.7,0.7031,0.5135,0.8993,0.4048,0.916,0.8528,0.8643,0.7,0.62,0.8933,0.0
CRCLONUSDT,4h,short,0.6529,0.7983,0.7,0.0,0.0,trending_down,SIDE,reversing,False,0.1454,False,Sem BOS ou CHoCH confirmado,0.7411,0.5137,0.8993,0.7287,0.916,0.8528,0.7983,0.66,0.49,0.5709,0.0
AKEUSDT,30m,short,0.5652,0.7663,0.75,0.8787,0.0,volatile,DOWN,starting,False,0.2011,False,RVOL 0.04 < 0.7,0.5773,0.594,0.3858,0.5486,0.874,0.2095,0.7663,0.6,0.62,0.7888,0.8787
AKEUSDT,1h,short,0.5596,0.7703,0.75,0.8677,0.0,volatile,DOWN,continuing,False,0.2107,False,RVOL 0.49 < 0.7,0.5744,0.5947,0.3858,0.4584,0.874,0.2095,0.7703,0.7,0.64,0.6925,0.8677
AKEUSDT,4h,short,0.5131,0.6997,0.75,0.0,0.0,volatile,DOWN,continuing,False,0.1866,False,RVOL 0.52 < 0.7,0.5449,0.594,0.3858,0.6437,0.874,0.2095,0.6997,0.2,0.62,0.6037,0.0
BONKUSDT,1h,short,0.6539,0.8054,0.74,0.2004,0.0,ranging,DOWN,continuing,False,0.1515,False,ADX 19.3 < 25,0.665,0.5137,0.4453,0.5975,0.958,0.7591,0.8054,0.8,0.78,0.9597,0.2004
BONKUSDT,30m,short,0.6224,0.7336,0.74,0.4116,0.0,ranging,DOWN,continuing,False,0.1112,False,RVOL 0.00 < 0.7,0.6433,0.595,0.4453,0.3606,0.958,0.7661,0.7336,0.8,0.7,0.8642,0.4116
BONKUSDT,1d,short,0.5056,0.7282,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.2226,False,RVOL 0.07 < 0.7,0.5183,0.1908,0.4453,0.4944,0.958,0.7311,0.7282,0.4,0.63,0.6948,0.0
BONKUSDT,4h,short,0.4754,0.7309,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.2555,False,RVOL 0.51 < 0.7,0.4939,0.1913,0.4453,0.4623,0.958,0.7311,0.7309,0.2,0.58,0.6276,0.0
ASTRUSDT,1h,short,0.6317,0.8635,0.75,0.384,0.0,trending_down,DOWN,continuing,False,0.2318,False,RVOL 0.41 < 0.7,0.6791,0.5135,0.8537,0.4413,0.874,0.7898,0.8635,0.6,0.479,0.8066,0.384
ASTRUSDT,4h,short,0.6054,0.7229,0.75,0.0,0.0,trending_down,DOWN,reversing,False,0.1175,False,RVOL 0.62 < 0.7,0.6794,0.5944,0.8537,0.6646,0.874,0.7968,0.7229,0.2,0.66,0.5836,0.0
ASTRUSDT,1d,short,0.5433,0.7881,0.75,0.0,0.0,trending_down,SIDE,continuing,False,0.2448,False,RVOL 0.09 < 0.7,0.5857,0.1908,0.8537,0.5587,0.874,0.7618,0.7881,0.4,0.56,0.5948,0.0
BACONUSDT,4h,long,0.5924,0.74,0.73,0.0,0.0,ranging,UP,continuing,False,0.1476,False,RVOL 0.64 < 0.7,0.6338,0.5129,0.3882,0.6676,0.874,0.8209,0.74,0.6,0.531,0.7681,0.0
BACONUSDT,1d,long,0.5648,0.743,0.73,0.0,0.0,ranging,UP,continuing,False,0.1782,False,RVOL 0.10 < 0.7,0.5912,0.5134,0.3882,0.3806,0.874,0.8209,0.743,0.6,0.5,0.8082,0.0
BACONUSDT,30m,long,0.5275,0.685,0.73,0.0,0.0,ranging,UP,continuing,False,0.1575,False,RVOL 0.12 < 0.7,0.54,0.1935,0.3882,0.5633,0.874,0.7928,0.685,0.7,0.631,0.721,0.0
BACONUSDT,1h,long,0.5239,0.677,0.73,0.0,0.0,ranging,SIDE,continuing,False,0.1531,False,RVOL 0.49 < 0.7,0.5502,0.1923,0.3882,0.6387,0.874,0.7928,0.677,0.7,0.58,0.6336,0.0
CONUSDT,4h,long,0.616,0.7447,0.73,0.0,0.0,ranging,UP,continuing,False,0.1287,False,RVOL 0.62 < 0.7,0.6296,0.5137,0.4358,0.4835,0.874,0.8774,0.7447,0.7,0.7,0.9366,0.0
CONUSDT,1d,long,0.616,0.7445,0.73,0.0,0.0,ranging,UP,reversing,False,0.1285,False,RVOL 0.10 < 0.7,0.6571,0.5137,0.4358,0.5602,0.874,0.8774,0.7445,0.86,0.628,0.7034,0.0
CONUSDT,30m,long,0.5665,0.6817,0.73,0.0,0.0,ranging,SIDE,continuing,False,0.1152,False,RVOL 0.08 < 0.7,0.6167,0.5963,0.4358,0.4968,0.874,0.8844,0.6817,0.4,0.65,0.6119,0.0
CONUSDT,1h,long,0.5084,0.6742,0.73,0.0,0.0,ranging,UP,continuing,False,0.1658,False,RVOL 0.43 < 0.7,0.5305,0.1918,0.4358,0.6251,0.874,0.8493,0.6742,0.4,0.627,0.6779,0.0
CPFCUSDT,1h,short,0.5521,0.755,0.72,0.0,0.0,ranging,DOWN,continuing,False,0.2029,False,Sem BOS ou CHoCH confirmado,0.5755,0.5153,0.4417,0.6272,0.916,0.4339,0.755,0.3,0.629,0.7603,0.0
CPFCUSDT,1d,short,0.55,0.7453,0.72,0.1169,0.0,ranging,DOWN,continuing,False,0.1953,False,RVOL 0.13 < 0.7,0.5679,0.5137,0.4417,0.386,0.916,0.4339,0.7453,0.6,0.577,0.7451,0.1169
CPFCUSDT,30m,short,0.5317,0.68,0.72,0.7631,0.0,ranging,DOWN,continuing,False,0.1483,False,RVOL 0.06 < 0.7,0.5586,0.596,0.4417,0.4926,0.916,0.4409,0.68,0.2,0.698,0.6863,0.7631
ACEUSDT,4h,short,0.6743,0.8565,0.78,0.0,0.0,trending_down,DOWN,continuing,False,0.1822,False,Entry Zone FAIL (score 0.00 < 0.4),0.7283,0.5137,0.9138,0.5068,0.958,0.8144,0.8565,0.76,0.534,0.8312,0.0
ACEUSDT,30m,short,0.6248,0.8562,0.78,0.1837,0.0,trending_down,DOWN,continuing,False,0.2314,False,RVOL 0.13 < 0.7,0.6763,0.5137,0.9138,0.2668,0.958,0.8144,0.8562,0.6,0.436,0.7837,0.1837
ACEUSDT,1d,short,0.5406,0.7129,0.78,0.0,0.0,trending_down,DOWN,continuing,False,0.1723,False,RVOL 0.12 < 0.7,0.593,0.1908,0.9138,0.5638,0.958,0.7863,0.7129,0.3,0.507,0.6354,0.0
ALEOUSDT,4h,short,0.6549,0.8565,0.85,0.0,0.0,trending_down,DOWN,continuing,False,0.2016,False,RVOL 0.56 < 0.7,0.7096,0.5139,0.8607,0.651,0.916,0.853,0.8565,0.46,0.622,0.7846,0.0
ALEOUSDT,1h,short,0.6526,0.8556,0.85,0.5105,0.0,trending_down,DOWN,continuing,False,0.203,False,RVOL 0.61 < 0.7,0.7082,0.5137,0.8607,0.483,0.916,0.853,0.8556,0.7,0.578,0.7206,0.5105
ALEXUSDT,1h,short,0.7054,0.778,0.74,0.0612,0.0,trending_down,DOWN,continuing,False,0.0726,False,Entry Zone FAIL (score 0.06 < 0.4),0.7318,0.5944,0.9077,0.532,0.958,0.4575,0.778,1.0,0.74,1.0,0.0612
ALEXUSDT,1d,short,0.5998,0.7093,0.74,0.0,0.0,trending_down,DOWN,continuing,False,0.1095,False,RVOL 0.16 < 0.7,0.6619,0.594,0.9077,0.5124,0.958,0.4575,0.7093,0.4,0.589,0.6476,0.0
ALEXUSDT,4h,short,0.549,0.7773,0.74,0.3741,0.0,trending_down,DOWN,continuing,False,0.2283,False,Sem BOS ou CHoCH confirmado,0.5881,0.191,0.9077,0.6698,0.958,0.4225,0.7773,0.4,0.556,0.6427,0.3741
AMPUSDT,1d,short,0.6172,0.8633,0.83,0.0,0.0,trending_down,DOWN,continuing,False,0.2461,False,RVOL 0.09 < 0.7,0.6706,0.5134,0.8956,0.3775,0.916,0.816,0.8633,0.46,0.48,0.7448,0.0
ANIMEUSDT,4h,short,0.6164,0.8524,0.73,0.1582,0.0,trending_down,DOWN,reversing,False,0.236,False,RVOL 0.60 < 0.7,0.6898,0.5139,0.8952,0.5996,0.874,0.7472,0.8524,0.46,0.46,0.5925,0.1582
ANIMEUSDT,1d,short,0.5204,0.7075,0.73,0.0,0.0,trending_down,UP,continuing,True,0.1871,False,RVOL 0.09 < 0.7,0.5694,0.1908,0.8952,0.5576,0.874,0.7191,0.7075,0.3,0.508,0.5855,0.0
ANIMEUSDT,30m,long,0.4703,0.7121,0.73,0.0,0.0,trending_down,DOWN,continuing,False,0.2418,False,RVOL 0.03 < 0.7,0.5134,0.1915,0.8952,0.2468,0.874,0.7191,0.7121,0.2,0.44,0.5172,0.0
APEXUSDT,1d,short,0.5287,0.7225,0.72,0.6038,0.0,trending_down,DOWN,continuing,False,0.1938,False,RVOL 0.11 < 0.7,0.5793,0.191,0.9162,0.5023,0.958,0.8284,0.7225,0.2,0.51,0.6284,0.6038
APEXUSDT,4h,short,0.5114,0.7231,0.72,0.0,0.0,trending_down,DOWN,continuing,False,0.2117,False,Sem BOS ou CHoCH confirmado,0.5627,0.1911,0.9162,0.3907,0.958,0.8284,0.7231,0.2,0.46,0.591,0.0
APRUSDT,4h,long,0.6314,0.8235,0.81,0.0,0.0,reversal,UP,continuing,False,0.1921,False,RVOL 0.63 < 0.7,0.6553,0.5134,0.8577,0.4866,0.874,0.4186,0.8235,0.7,0.58,0.9149,0.0
APRUSDT,1d,long,0.5838,0.8254,0.81,0.0,0.0,reversal,UP,continuing,False,0.2416,False,RVOL 0.20 < 0.7,0.6285,0.5137,0.8577,0.3995,0.874,0.4186,0.8254,0.56,0.4,0.7291,0.0
APRUSDT,30m,long,0.5623,0.685,0.81,0.0,0.0,reversal,UP,continuing,False,0.1227,False,RVOL 0.01 < 0.7,0.6138,0.5947,0.8577,0.3618,0.874,0.4256,0.685,0.4,0.5,0.6754,0.0
ARIAUSDT,30m,long,0.6382,0.8569,0.79,0.0,0.0,trending_down,DOWN,continuing,False,0.2187,False,RVOL 0.13 < 0.7,0.6761,0.5139,0.8999,0.3865,0.916,0.7158,0.8569,0.6,0.638,0.7967,0.0
ARIAUSDT,1d,short,0.5734,0.7888,0.79,0.0,0.0,trending_down,DOWN,continuing,False,0.2154,False,RVOL 0.12 < 0.7,0.6389,0.5135,0.8999,0.3844,0.916,0.7158,0.7888,0.3,0.436,0.6136,0.0
ARKUSDT,4h,short,0.6457,0.8652,0.77,0.0,0.0,trending_down,DOWN,reversing,False,0.2195,False,RVOL 0.67 < 0.7,0.7133,0.5137,0.9033,0.6136,0.916,0.7342,0.8652,0.6,0.552,0.6309,0.0
ARKUSDT,1d,short,0.5325,0.722,0.77,0.0,0.0,trending_down,DOWN,continuing,False,0.1895,False,RVOL 0.10 < 0.7,0.5776,0.191,0.9033,0.5609,0.916,0.7061,0.722,0.3,0.511,0.6509,0.0
AVAUSDT,1d,short,0.6704,0.855,0.86,0.0,0.0,trending_down,DOWN,continuing,False,0.1846,False,RVOL 0.11 < 0.7,0.7048,0.5134,0.9026,0.5618,0.916,0.7391,0.855,0.6,0.7,0.9104,0.0
BARDUSDT,1d,short,0.6121,0.7879,0.8,0.0,0.0,trending_down,DOWN,continuing,False,0.1758,False,RVOL 0.10 < 0.7,0.664,0.594,0.8919,0.5001,0.874,0.7677,0.7879,0.2,0.677,0.7316,0.0
CELRUSDT,1d,short,0.7507,0.8629,0.84,0.0,0.0,trending_down,DOWN,continuing,False,0.1122,False,RVOL 0.12 < 0.7,0.803,0.9973,0.8989,0.3831,0.916,0.7772,0.8629,0.6,0.8,0.9552,0.0
CELRUSDT,30m,short,0.6366,0.8663,0.84,0.0,0.0,trending_down,DOWN,continuing,False,0.2297,False,RVOL 0.07 < 0.7,0.673,0.5139,0.8989,0.3743,0.916,0.7351,0.8663,0.56,0.58,0.853,0.0
COINXUSDT,30m,short,0.6273,0.8563,0.81,0.2429,0.0,trending_down,DOWN,continuing,False,0.229,False,RVOL 0.06 < 0.7,0.6838,0.5145,0.8548,0.3711,0.916,0.8828,0.8563,0.6,0.56,0.6604,0.2429
COINXUSDT,1d,short,0.6153,0.852,0.81,0.0,0.0,trending_down,DOWN,reversing,False,0.2367,False,RVOL 0.10 < 0.7,0.6884,0.5137,0.8548,0.4992,0.916,0.8828,0.852,0.46,0.51,0.559,0.0
COINXUSDT,4h,short,0.5935,0.7877,0.81,0.0,0.0,trending_down,DOWN,continuing,False,0.1942,False,RVOL 0.61 < 0.7,0.6714,0.5142,0.8548,0.6012,0.916,0.8828,0.7877,0.2,0.51,0.5724,0.0
COINXUSDT,1h,short,0.5246,0.7107,0.81,0.0,0.0,trending_down,DOWN,continuing,False,0.1861,False,RVOL 0.61 < 0.7,0.5824,0.1913,0.8548,0.4828,0.916,0.8547,0.7107,0.4,0.46,0.5313,0.0
COTIUSDT,1d,short,0.5247,0.7073,0.78,0.0,0.0,trending_down,DOWN,continuing,False,0.1826,False,RVOL 0.11 < 0.7,0.5738,0.1906,0.8992,0.5015,0.916,0.7793,0.7073,0.3,0.489,0.6178,0.0
67USDT,1d,short,0.5638,0.7422,0.73,0.219,0.0,ranging,DOWN,continuing,False,0.1784,False,RVOL 0.09 < 0.7,0.5456,0.5132,0.3499,0.5581,0.874,0.1575,0.7422,0.6,0.76,0.9627,0.219
67USDT,1h,short,0.504,0.6761,0.73,0.9051,0.0,ranging,UP,continuing,False,0.1721,False,RVOL 0.45 < 0.7,0.5299,0.5134,0.3499,0.6306,0.874,0.1575,0.6761,0.4,0.56,0.6209,0.9051
67USDT,30m,short,0.5002,0.6028,0.73,0.8759,0.0,ranging,UP,continuing,False,0.1026,False,RVOL 0.08 < 0.7,0.5234,0.5942,0.3499,0.497,0.874,0.1646,0.6028,0.4,0.63,0.6313,0.8759
67USDT,4h,short,0.4953,0.7452,0.73,0.4964,0.0,ranging,UP,continuing,False,0.2499,False,RVOL 0.56 < 0.7,0.5192,0.5137,0.3499,0.4726,0.874,0.1575,0.7452,0.46,0.463,0.599,0.4964
AIXPLAYUSDT,4h,short,0.601,0.7433,0.71,0.2625,0.0,ranging,UP,continuing,False,0.1423,False,Entry Zone FAIL (score 0.26 < 0.4),0.612,0.5134,0.3411,0.7688,0.874,0.1575,0.7433,0.96,0.6,0.8597,0.2625
AIXPLAYUSDT,1h,short,0.5263,0.7419,0.71,0.477,0.0,ranging,DOWN,starting,False,0.2156,False,RVOL 0.16 < 0.7,0.5373,0.5132,0.3411,0.5118,0.874,0.1575,0.7419,0.6,0.49,0.7672,0.477
AIXPLAYUSDT,1d,short,0.4772,0.6792,0.71,0.0,0.0,ranging,DOWN,continuing,False,0.202,False,RVOL 0.13 < 0.7,0.4923,0.5139,0.3411,0.3859,0.874,0.1575,0.6792,0.4,0.5,0.6493,0.0
ASEUSDT,1h,short,0.6195,0.8642,0.85,0.5067,0.0,trending_down,DOWN,continuing,False,0.2447,False,RVOL 0.58 < 0.7,0.6537,0.5135,0.8429,0.6558,0.916,0.167,0.8642,0.6,0.48,0.844,0.5067
ASEUSDT,4h,short,0.6058,0.8644,0.85,0.0,0.0,trending_down,DOWN,continuing,False,0.2586,False,Entry Zone FAIL (score 0.00 < 0.4),0.6219,0.5135,0.8429,0.5103,0.916,0.167,0.8644,0.5,0.599,0.8879,0.0
ASEUSDT,30m,short,0.5807,0.7176,0.85,0.6242,0.0,trending_down,DOWN,continuing,False,0.1369,False,RVOL 0.07 < 0.7,0.6175,0.5934,0.8429,0.3743,0.916,0.174,0.7176,0.6,0.506,0.7643,0.6242
ASRUSDT,4h,short,0.6758,0.7912,0.7,0.2772,0.0,trending_down,DOWN,continuing,False,0.1154,False,RVOL 0.61 < 0.7,0.735,0.5945,0.8873,0.6628,0.874,0.7361,0.7912,0.7,0.71,0.7254,0.2772
ASRUSDT,1d,short,0.6269,0.866,0.7,0.0,0.0,trending_down,DOWN,continuing,False,0.2391,False,RVOL 0.10 < 0.7,0.6762,0.5139,0.8873,0.5598,0.874,0.7291,0.866,0.4,0.638,0.7146,0.0
BOBUSDT,1d,short,0.6705,0.8636,0.82,0.795,0.0,trending_up,DOWN,continuing,True,0.1931,False,RVOL 0.20 < 0.7,0.6646,0.5135,0.8337,0.5199,0.874,0.1575,0.8636,1.0,0.82,1.0,0.795
AUCUSDT,4h,long,0.588,0.7833,0.75,0.0,0.0,calm,UP,continuing,False,0.1953,False,RVOL 0.66 < 0.7,0.6486,0.5134,0.3209,0.6729,0.916,0.9946,0.7833,0.56,0.528,0.5728,0.0
AUCUSDT,1h,long,0.5812,0.7925,0.75,0.0,0.0,calm,DOWN,continuing,False,0.2113,False,RVOL 0.51 < 0.7,0.6183,0.515,0.3209,0.462,0.916,0.9946,0.7925,0.56,0.597,0.6876,0.0
AUCUSDT,1d,long,0.532,0.7161,0.75,0.0,0.0,calm,DOWN,continuing,False,0.1841,False,RVOL 0.10 < 0.7,0.589,0.5134,0.3209,0.5603,0.916,0.9946,0.7161,0.2,0.58,0.5194,0.0
BAONUSDT,1h,short,0.6026,0.8107,0.72,0.0998,0.0,ranging,SIDE,reversing,False,0.2081,False,RVOL 0.53 < 0.7,0.6666,0.5147,0.4122,0.6456,0.916,0.9077,0.8107,0.7,0.58,0.4896,0.0998
BAONUSDT,30m,short,0.5963,0.82,0.72,0.0,0.0,ranging,UP,continuing,False,0.2237,False,RVOL 0.12 < 0.7,0.6316,0.5161,0.4122,0.5641,0.916,0.9077,0.82,0.46,0.66,0.7216,0.0
BAONUSDT,1d,short,0.5148,0.7308,0.72,0.0478,0.0,ranging,DOWN,reversing,False,0.216,False,RVOL 0.10 < 0.7,0.5351,0.1913,0.4122,0.38,0.916,0.8796,0.7308,0.7,0.6,0.5933,0.0478
BAONUSDT,4h,short,0.5031,0.6613,0.72,0.0,0.0,ranging,DOWN,continuing,False,0.1582,False,RVOL 0.62 < 0.7,0.5406,0.1908,0.4122,0.6641,0.916,0.8796,0.6613,0.4,0.56,0.5873,0.0
0GUSDT,1d,short,0.6002,0.8616,0.86,0.0,0.0,trending_down,DOWN,continuing,False,0.2614,False,RVOL 0.07 < 0.7,0.6478,0.5132,0.8927,0.3747,0.916,0.5582,0.8616,0.5,0.38,0.7806,0.0
ALPHUSDT,1h,long,0.6084,0.8513,0.74,0.0519,0.0,trending_up,UP,continuing,False,0.2429,False,RVOL 0.50 < 0.7,0.657,0.5137,0.8859,0.4598,0.874,0.7047,0.8513,0.4,0.476,0.78,0.0519
ALPHUSDT,4h,short,0.607,0.8503,0.74,0.2597,0.0,trending_up,UP,continuing,False,0.2433,False,RVOL 0.48 < 0.7,0.6622,0.5135,0.8859,0.4557,0.874,0.7047,0.8503,0.46,0.498,0.6825,0.2597
ALPHUSDT,1d,short,0.6008,0.8544,0.74,0.0,0.0,trending_up,DOWN,continuing,True,0.2536,False,RVOL 0.09 < 0.7,0.651,0.5142,0.8859,0.3771,0.874,0.7047,0.8544,0.46,0.496,0.6987,0.0
ALPHUSDT,30m,short,0.5312,0.7768,0.74,0.0,0.0,trending_up,UP,continuing,False,0.2456,False,RVOL 0.04 < 0.7,0.5623,0.1911,0.8859,0.368,0.874,0.6767,0.7768,0.5,0.446,0.7009,0.0
ALPINEUSDT,1d,short,0.6808,0.8623,0.86,0.0,0.0,trending_down,DOWN,continuing,False,0.1815,False,RVOL 0.10 < 0.7,0.7123,0.5137,0.8856,0.5602,0.874,0.7967,0.8623,0.7,0.74,0.909,0.0
ALPINEUSDT,4h,short,0.6659,0.8626,0.86,0.0,0.0,trending_down,DOWN,continuing,False,0.1967,False,RVOL 0.60 < 0.7,0.7003,0.5139,0.8856,0.4799,0.874,0.7967,0.8626,0.7,0.68,0.8701,0.0
ALPINEUSDT,30m,short,0.5054,0.7211,0.86,0.0,0.0,trending_down,DOWN,continuing,False,0.2157,False,RVOL 0.04 < 0.7,0.5459,0.1913,0.8856,0.3681,0.874,0.7686,0.7211,0.3,0.487,0.6048,0.0
AOUSDT,4h,short,0.6179,0.747,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1291,False,RVOL 0.64 < 0.7,0.6504,0.514,0.4329,0.4888,0.874,0.9181,0.747,0.86,0.58,0.8194,0.0
AOUSDT,1d,short,0.6041,0.744,0.74,0.0,0.0,ranging,DOWN,reversing,False,0.1399,False,RVOL 0.10 < 0.7,0.6357,0.5135,0.4329,0.5008,0.874,0.9181,0.744,0.7,0.699,0.7387,0.0
AOUSDT,1h,short,0.5952,0.7433,0.74,0.4731,0.0,ranging,DOWN,continuing,False,0.1481,False,RVOL 0.44 < 0.7,0.6448,0.5134,0.4329,0.6284,0.874,0.9181,0.7433,0.6,0.512,0.7242,0.4731
AOUSDT,30m,short,0.426,0.6083,0.74,0.0,0.0,ranging,SIDE,ranging,False,0.1823,False,RVOL 0.08 < 0.7,0.468,0.1435,0.4329,0.3751,0.874,0.89,0.6083,0.3,0.42,0.4306,0.0
