pair,timeframe,direction,quality,confidence,consensus,entry_score,risk_reward,regime,kalman_direction,kalman_trend_state,trend_vs_kalman_conflict,confidence_minus_quality,approved,reject_reason,institutional_score,structural_score,market_score,momentum_score,liquidity_score,risk_score,confidence_score_scanner,flow_score,timing_index,conviction_score,entry_score_scanner
0GUSDT,30m,short,0.6216,0.7444,0.74,0.4537,0.0,ranging,DOWN,continuing,False,0.1228,False,Confidence 0.74 < 0.75,0.6358,0.5135,0.4535,0.5358,0.916,0.7716,0.7444,0.7,0.676,0.9091,0.4537
0GUSDT,1h,short,0.6021,0.7424,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1403,False,RVOL 0.62 < 0.7,0.6178,0.5132,0.4535,0.4844,0.916,0.7716,0.7424,0.6,0.681,0.8964,0.0
0GUSDT,4h,short,0.5845,0.7441,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1596,False,RVOL 0.19 < 0.7,0.603,0.5135,0.4535,0.2774,0.916,0.7716,0.7441,0.76,0.56,0.8201,0.0
0GUSDT,1d,short,0.564,0.7416,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1776,False,RVOL 0.37 < 0.7,0.6101,0.5132,0.4535,0.4337,0.916,0.7716,0.7416,0.6,0.46,0.7627,0.0
AAPLONUSDT,1h,short,0.645,0.7133,0.74,0.0,0.0,calm,DOWN,continuing,False,0.0683,False,ADX 25.0 < 25,0.6943,0.5948,0.3924,0.6961,0.958,0.9725,0.7133,0.7,0.63,0.8127,0.0
AAPLONUSDT,1d,short,0.586,0.7869,0.74,0.6076,0.0,calm,UP,continuing,False,0.2009,False,RVOL 0.48 < 0.7,0.6148,0.514,0.3924,0.2166,0.958,0.9654,0.7869,0.76,0.58,0.7075,0.6076
AAPLONUSDT,30m,long,0.5691,0.7132,0.74,0.5886,0.0,calm,DOWN,continuing,False,0.1441,False,ADX 25.0 < 25,0.6407,0.5948,0.3924,0.5391,0.958,0.9725,0.7132,0.4,0.592,0.6182,0.5886
ACHRONUSDT,1d,short,0.607,0.7422,0.74,0.0733,0.0,ranging,DOWN,continuing,False,0.1352,False,RVOL 0.43 < 0.7,0.6468,0.5132,0.4664,0.5652,0.916,0.8212,0.7422,0.7,0.53,0.8179,0.0733
ACHRONUSDT,30m,short,0.5388,0.7533,0.74,0.487,0.0,ranging,UP,starting,False,0.2145,False,RVOL 0.60 < 0.7,0.6037,0.515,0.4664,0.6006,0.916,0.8212,0.7533,0.2,0.63,0.6224,0.487
ACNUSDT,4h,short,0.6529,0.8672,0.82,0.0,0.0,trending_down,DOWN,reversing,False,0.2143,False,RVOL 0.34 < 0.7,0.7344,0.514,0.9206,0.6083,0.958,0.8619,0.8672,0.6,0.529,0.6872,0.0
ACNUSDT,30m,short,0.6262,0.8713,0.82,0.0,0.0,trending_down,DOWN,continuing,False,0.2451,False,Entry Zone FAIL (score 0.00 < 0.4),0.7135,0.5147,0.9206,0.5582,0.958,0.8619,0.8713,0.46,0.48,0.7097,0.0
ACNUSDT,1d,short,0.5793,0.785,0.82,0.0,0.0,trending_down,DOWN,continuing,False,0.2057,False,RVOL 0.59 < 0.7,0.613,0.1903,0.9206,0.4786,0.958,0.8339,0.785,0.5,0.499,0.817,0.0
ACTUSDT,4h,short,0.64,0.783,0.74,0.1963,0.0,trending_down,DOWN,continuing,False,0.143,False,RVOL 0.14 < 0.7,0.7013,0.594,0.8745,0.5675,0.916,0.7084,0.783,0.5,0.619,0.8349,0.1963
ACTUSDT,1d,short,0.5687,0.7178,0.74,0.0,0.0,trending_down,DOWN,continuing,False,0.1491,False,RVOL 0.25 < 0.7,0.6514,0.5944,0.8745,0.4107,0.916,0.7084,0.7178,0.3,0.56,0.6321,0.0
ACTUSDT,1h,short,0.5086,0.7151,0.74,0.173,0.0,trending_down,DOWN,continuing,False,0.2065,False,Sem BOS ou CHoCH confirmado,0.5645,0.1906,0.8745,0.5295,0.916,0.6733,0.7151,0.3,0.439,0.6066,0.173
ADIUSDT,30m,long,0.5693,0.6698,0.74,0.0,0.0,ranging,SIDE,reversing,False,0.1005,False,Entry Zone FAIL (score 0.00 < 0.4),0.6492,0.5944,0.4093,0.6233,0.916,0.9133,0.6698,0.5,0.55,0.5299,0.0
ADIUSDT,4h,long,0.5504,0.7436,0.74,0.0,0.0,ranging,UP,continuing,False,0.1932,False,RVOL 0.17 < 0.7,0.5933,0.5135,0.4093,0.2742,0.916,0.9063,0.7436,0.6,0.48,0.7157,0.0
ADIUSDT,1h,long,0.5471,0.7478,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.2007,False,RVOL 0.69 < 0.7,0.6074,0.5142,0.4093,0.4975,0.916,0.9063,0.7478,0.4,0.586,0.5875,0.0
AGLDUSDT,30m,long,0.5834,0.7477,0.76,0.0,0.0,reversal,UP,continuing,False,0.1643,False,RVOL 0.22 < 0.7,0.6259,0.594,0.8482,0.4039,0.916,0.174,0.7477,0.6,0.503,0.8236,0.0
AKEUSDT,30m,long,0.5985,0.7757,0.72,0.7331,0.0,volatile,DOWN,reversing,False,0.1772,False,ADX 21.4 < 25,0.5704,0.1913,0.4534,0.7336,1.0,0.1691,0.7757,1.0,0.77,0.6418,0.7331
AKEUSDT,1h,short,0.586,0.7076,0.72,0.6921,0.0,volatile,DOWN,continuing,False,0.1216,False,ADX 21.4 < 25,0.5595,0.1911,0.4534,0.76,1.0,0.1691,0.7076,0.92,0.7,0.7552,0.6921
AKEUSDT,4h,short,0.4818,0.7061,0.72,0.0,0.0,volatile,DOWN,reversing,False,0.2243,False,RVOL 0.40 < 0.7,0.5435,0.594,0.4534,0.4398,1.0,0.2042,0.7061,0.2,0.6,0.4836,0.0
ALEOUSDT,30m,short,0.7281,0.7207,0.85,0.5022,0.0,trending_down,DOWN,reversing,False,-0.0074,False,Sem BOS ou CHoCH confirmado,0.79,0.5939,0.9213,0.8481,0.958,0.7639,0.7207,0.84,0.797,0.6958,0.5022
ALEOUSDT,4h,short,0.6527,0.8655,0.85,0.1289,0.0,trending_down,DOWN,continuing,False,0.2128,False,RVOL 0.31 < 0.7,0.7088,0.5139,0.9213,0.6013,0.958,0.7568,0.8655,0.46,0.652,0.8637,0.1289
ALEOUSDT,1h,short,0.6471,0.7976,0.85,0.3156,0.0,trending_down,DOWN,reversing,False,0.1505,False,Sem BOS ou CHoCH confirmado,0.7295,0.5135,0.9213,0.6521,0.958,0.7568,0.7976,0.66,0.551,0.5987,0.3156
ALEXUSDT,1d,short,0.6104,0.707,0.72,0.0,0.0,trending_up,DOWN,continuing,True,0.0966,False,Sem BOS ou CHoCH confirmado,0.6661,0.5939,0.8627,0.6805,0.916,0.2807,0.707,0.5,0.66,0.7216,0.0
ALPHUSDT,1d,short,0.5533,0.8277,0.72,0.0,0.0,reversal,DOWN,continuing,False,0.2744,False,RVOL 0.50 < 0.7,0.6107,0.5142,0.4956,0.4604,0.958,0.6626,0.8277,0.46,0.477,0.6869,0.0
ALPINEUSDT,1h,short,0.6454,0.7441,0.74,0.7301,0.0,ranging,DOWN,continuing,False,0.0987,False,Confidence 0.74 < 0.75,0.6582,0.5135,0.4453,0.7208,0.916,0.7311,0.7441,0.7,0.76,0.9082,0.7301
ALPINEUSDT,1d,short,0.6376,0.7453,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1077,False,RVOL 0.54 < 0.7,0.6473,0.5137,0.4453,0.6471,0.916,0.7311,0.7453,0.7,0.762,0.901,0.0
ALPINEUSDT,4h,short,0.6247,0.7459,0.74,0.7841,0.0,ranging,DOWN,reversing,False,0.1212,False,RVOL 0.21 < 0.7,0.6377,0.5139,0.4453,0.5825,0.916,0.7311,0.7459,0.7,0.764,0.8193,0.7841
ALPINEUSDT,30m,short,0.4377,0.604,0.74,1.0,0.0,ranging,SIDE,reversing,False,0.1663,False,Sem BOS ou CHoCH confirmado,0.4991,0.1913,0.4453,0.6428,0.916,0.703,0.604,0.2,0.45,0.3866,1.0
AMDONUSDT,1d,long,0.6202,0.7455,0.71,0.0,0.0,ranging,UP,continuing,False,0.1253,False,RVOL 0.37 < 0.7,0.7235,0.9976,0.393,0.5549,0.916,0.9993,0.7455,0.2,0.73,0.7022,0.0
AMDONUSDT,1h,long,0.554,0.6722,0.71,0.476,0.0,ranging,DOWN,continuing,False,0.1182,False,Sem BOS ou CHoCH confirmado,0.6082,0.5947,0.393,0.3971,0.916,0.9642,0.6722,0.4,0.676,0.6158,0.476
AMDONUSDT,30m,long,0.4921,0.6713,0.71,0.0,0.0,ranging,DOWN,continuing,False,0.1792,False,RVOL 0.67 < 0.7,0.5183,0.1913,0.393,0.4939,0.916,0.9291,0.6713,0.4,0.561,0.5837,0.0
ANDYETHUSDT,1d,short,0.6169,0.7431,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1262,False,RVOL 0.58 < 0.7,0.6304,0.5134,0.4577,0.6568,0.916,0.7318,0.7431,0.5,0.76,0.9567,0.0
ANDYETHUSDT,30m,short,0.5905,0.7431,0.74,0.0294,0.0,ranging,UP,continuing,False,0.1526,False,Entry Zone FAIL (score 0.03 < 0.4),0.5976,0.5134,0.4577,0.3049,0.916,0.7318,0.7431,0.7,0.68,0.8403,0.0294
ANDYETHUSDT,1h,short,0.5581,0.7412,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1831,False,Entry Zone FAIL (score 0.00 < 0.4),0.6156,0.5131,0.4577,0.5597,0.916,0.7318,0.7412,0.5,0.453,0.7318,0.0
AOUSDT,4h,short,0.6376,0.6698,0.71,0.0,0.0,ranging,DOWN,continuing,False,0.0322,False,RVOL 0.23 < 0.7,0.6635,0.5944,0.4529,0.586,0.916,0.9472,0.6698,0.6,0.76,0.9157,0.0
AOUSDT,1d,short,0.635,0.744,0.71,0.0,0.0,ranging,DOWN,continuing,False,0.109,False,RVOL 0.51 < 0.7,0.6585,0.5135,0.4529,0.6424,0.916,0.9402,0.744,0.6,0.748,0.8825,0.0
AOUSDT,30m,short,0.6148,0.665,0.71,0.0,0.0,ranging,SIDE,continuing,False,0.0502,False,Entry Zone FAIL (score 0.00 < 0.4),0.683,0.5935,0.4529,0.7206,0.916,0.9472,0.665,0.6,0.58,0.691,0.0
API3USDT,1d,short,0.6132,0.8037,0.78,0.0,0.0,ranging,DOWN,continuing,False,0.1905,False,RVOL 0.57 < 0.7,0.6213,0.5135,0.4255,0.5932,0.916,0.5233,0.8037,0.7,0.712,0.8525,0.0
API3USDT,1h,short,0.6032,0.8058,0.78,0.6744,0.0,ranging,UP,reversing,False,0.2026,False,RVOL 0.67 < 0.7,0.6398,0.5139,0.4255,0.6749,0.916,0.5233,0.8058,0.76,0.619,0.6349,0.6744
API3USDT,4h,short,0.5892,0.806,0.78,0.8076,0.0,ranging,SIDE,continuing,False,0.2168,False,RVOL 0.17 < 0.7,0.6248,0.5139,0.4255,0.5743,0.916,0.5233,0.806,0.76,0.56,0.6619,0.8076
API3USDT,30m,long,0.5365,0.8072,0.78,0.7336,0.0,ranging,DOWN,reversing,False,0.2707,False,RVOL 0.53 < 0.7,0.5865,0.514,0.4255,0.585,0.916,0.5233,0.8072,0.36,0.619,0.5901,0.7336
ARGUSDT,1h,short,0.665,0.8591,0.79,0.8413,0.0,trending_down,DOWN,starting,False,0.1941,False,Descalibracao Confianca-Qualidade: 0.19 (limite 0.1),0.6856,0.5135,0.8532,0.7464,0.958,0.1765,0.8591,0.7,0.707,0.9249,0.8413
ARGUSDT,30m,long,0.5701,0.859,0.79,0.9146,0.0,trending_down,DOWN,continuing,False,0.2889,False,Quality 0.57 < 0.6,0.6381,0.5135,0.8532,0.5233,0.958,0.1765,0.859,0.56,0.434,0.6021,0.9146
ARGUSDT,4h,short,0.4468,0.7179,0.79,0.3897,0.0,trending_down,DOWN,continuing,False,0.2711,False,RVOL 0.31 < 0.7,0.4895,0.191,0.8532,0.4226,0.958,0.1484,0.7179,0.2,0.423,0.5557,0.3897
ARIAUSDT,1h,short,0.674,0.8659,0.83,0.2697,0.0,trending_down,DOWN,continuing,False,0.1919,False,Entry Zone FAIL (score 0.27 < 0.4),0.7072,0.5139,0.8778,0.5605,0.958,0.6268,0.8659,0.7,0.637,0.957,0.2697
ARIAUSDT,1d,short,0.65,0.8645,0.83,0.0,0.0,trending_down,DOWN,continuing,False,0.2145,False,RVOL 0.55 < 0.7,0.6834,0.5137,0.8778,0.4697,0.958,0.6268,0.8645,0.6,0.657,0.919,0.0
ARIAUSDT,4h,short,0.6421,0.8616,0.83,0.1807,0.0,trending_down,DOWN,continuing,False,0.2195,False,RVOL 0.25 < 0.7,0.674,0.5132,0.8778,0.4096,0.958,0.6268,0.8616,0.6,0.639,0.9237,0.1807
ARROWUSDT,4h,short,0.4686,0.685,0.73,0.6092,0.0,reversal,DOWN,continuing,False,0.2164,False,RVOL 0.38 < 0.7,0.5215,0.1915,0.8703,0.6163,0.979,0.1532,0.685,0.2,0.43,0.5567,0.6092
ARTYUSDT,30m,short,0.602,0.8542,0.78,0.847,0.0,trending_down,DOWN,continuing,False,0.2522,False,Descalibracao Confianca-Qualidade: 0.25 (limite 0.1),0.6496,0.5137,0.8542,0.7166,0.916,0.167,0.8542,0.46,0.594,0.7864,0.847
ARTYUSDT,1d,short,0.5843,0.7775,0.78,0.0,0.0,trending_down,DOWN,continuing,False,0.1932,False,Entry Zone FAIL (score 0.00 < 0.4),0.6359,0.594,0.8542,0.5115,0.916,0.174,0.7775,0.5,0.538,0.7781,0.0
ARTYUSDT,1h,short,0.5162,0.7798,0.78,0.855,0.0,trending_down,DOWN,continuing,False,0.2636,False,Sem BOS ou CHoCH confirmado,0.5367,0.1911,0.8542,0.677,0.916,0.1389,0.7798,0.3,0.589,0.7073,0.855
ARXUSDT,4h,short,0.6103,0.8675,0.7,0.0,0.0,trending_down,DOWN,starting,False,0.2572,False,RVOL 0.14 < 0.7,0.6567,0.5142,0.8472,0.5685,0.874,0.5196,0.8675,0.46,0.611,0.8188,0.0
ARXUSDT,1h,short,0.5372,0.7238,0.7,0.3863,0.0,trending_down,DOWN,continuing,False,0.1866,False,RVOL 0.47 < 0.7,0.62,0.5944,0.8472,0.4543,0.874,0.5267,0.7238,0.2,0.526,0.6233,0.3863
ARXUSDT,1d,short,0.4598,0.6517,0.7,0.0,0.0,trending_down,DOWN,continuing,False,0.1919,False,RVOL 0.04 < 0.7,0.5053,0.1903,0.8472,0.3681,0.874,0.4916,0.6517,0.3,0.42,0.5388,0.0
ASEUSDT,30m,short,0.733,0.7434,0.74,0.0,0.0,ranging,UP,continuing,False,0.0104,False,Entry Zone FAIL (score 0.00 < 0.4),0.7548,0.9973,0.3865,0.7658,0.916,0.2091,0.7434,1.0,0.847,1.0,0.0
ASEUSDT,1h,short,0.5687,0.745,0.74,0.0951,0.0,ranging,DOWN,continuing,False,0.1763,False,Entry Zone FAIL (score 0.10 < 0.4),0.5686,0.5137,0.3865,0.5572,0.916,0.167,0.745,0.7,0.6,0.8918,0.0951
ASTEROID1USDT,1h,short,0.5784,0.7963,0.76,0.1849,0.0,trending_down,DOWN,continuing,False,0.2179,False,Sem BOS ou CHoCH confirmado,0.6422,0.5134,0.8498,0.5696,0.958,0.1765,0.7963,0.6,0.42,0.6746,0.1849
ASTEROIDUSDT,4h,short,0.627,0.7867,0.78,0.0,0.0,reversal,DOWN,continuing,False,0.1597,False,RVOL 0.18 < 0.7,0.7255,0.9979,0.824,0.3965,0.916,0.2091,0.7867,0.56,0.5,0.7104,0.0
ASTEROIDUSDT,30m,short,0.463,0.6425,0.78,0.0,0.0,reversal,DOWN,continuing,False,0.1795,False,Sem BOS ou CHoCH confirmado,0.4986,0.191,0.824,0.5444,0.916,0.1389,0.6425,0.3,0.42,0.6246,0.0
ASTERUSDT,4h,short,0.6852,0.7452,0.74,0.6711,0.0,ranging,DOWN,continuing,False,0.06,False,RVOL 0.19 < 0.7,0.6667,0.5137,0.4383,0.5172,0.916,0.8305,0.7452,1.0,0.83,1.0,0.6711
ASTERUSDT,30m,short,0.6632,0.7482,0.74,0.5921,0.0,ranging,UP,reversing,False,0.085,False,Confidence 0.75 < 0.75,0.6932,0.5142,0.4383,0.691,0.916,0.8305,0.7482,1.0,0.628,0.7504,0.5921
ASTERUSDT,1h,short,0.5863,0.6695,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.0832,False,Entry Zone FAIL (score 0.00 < 0.4),0.6379,0.5944,0.4383,0.5031,0.916,0.8375,0.6695,0.6,0.57,0.7269,0.0
ASTERUSDT,1d,short,0.5829,0.7454,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1625,False,RVOL 0.29 < 0.7,0.6349,0.5137,0.4383,0.5985,0.916,0.8305,0.7454,0.56,0.56,0.697,0.0
AURASOLUSDT,1d,short,0.5898,0.7427,0.7,0.0,0.0,ranging,DOWN,continuing,False,0.1529,False,RVOL 0.61 < 0.7,0.5869,0.5134,0.4158,0.4822,0.916,0.4214,0.7427,0.7,0.698,0.8878,0.0
AURASOLUSDT,1h,short,0.5838,0.7415,0.7,0.0,0.0,ranging,UP,reversing,False,0.1577,False,Entry Zone FAIL (score 0.00 < 0.4),0.5922,0.5131,0.4158,0.5188,0.916,0.4214,0.7415,0.7,0.716,0.7449,0.0
AURASOLUSDT,30m,short,0.5681,0.7431,0.7,0.0,0.0,ranging,UP,continuing,False,0.175,False,RVOL 0.48 < 0.7,0.565,0.5134,0.4158,0.3362,0.916,0.4214,0.7431,0.7,0.699,0.8021,0.0
AURASOLUSDT,4h,short,0.4572,0.6036,0.7,0.2401,0.0,ranging,DOWN,continuing,False,0.1464,False,RVOL 0.22 < 0.7,0.4578,0.1911,0.4158,0.404,0.916,0.3933,0.6036,0.5,0.519,0.6334,0.2401
AUTONOMIUSDT,1h,short,0.6742,0.7557,0.72,0.0,0.0,ranging,UP,starting,False,0.0815,False,Entry Zone FAIL (score 0.00 < 0.4),0.7028,0.5155,0.4395,0.7566,0.958,0.8926,0.7557,0.86,0.679,0.8588,0.0
AUTONOMIUSDT,30m,short,0.6418,0.7587,0.72,0.5924,0.0,ranging,UP,continuing,False,0.1169,False,RVOL 0.64 < 0.7,0.6709,0.516,0.4395,0.6074,0.958,0.8926,0.7587,0.76,0.645,0.8515,0.5924
AUTONOMIUSDT,4h,short,0.5874,0.6667,0.72,0.0,0.0,ranging,SIDE,ranging,False,0.0793,False,RVOL 0.25 < 0.7,0.6542,0.5939,0.4395,0.5299,0.958,0.8996,0.6667,0.6,0.55,0.6291,0.0
AVLUSDT,1d,short,0.6418,0.7425,0.73,0.0,0.0,ranging,DOWN,continuing,False,0.1007,False,RVOL 0.58 < 0.7,0.6563,0.5132,0.4817,0.6557,0.916,0.8575,0.7425,0.6,0.758,0.9713,0.0
AVLUSDT,30m,short,0.6013,0.7424,0.73,0.0494,0.0,ranging,DOWN,continuing,False,0.1411,False,RVOL 0.64 < 0.7,0.6493,0.5132,0.4817,0.6089,0.916,0.8575,0.7424,0.6,0.519,0.8237,0.0494
AVLUSDT,4h,short,0.5823,0.7427,0.73,0.3519,0.0,ranging,DOWN,reversing,False,0.1604,False,RVOL 0.21 < 0.7,0.6353,0.5134,0.4817,0.5819,0.916,0.8575,0.7427,0.5,0.558,0.74,0.3519
AWEUSDT,30m,short,0.5923,0.8382,0.77,0.7054,0.0,trending_down,UP,reversing,True,0.2459,False,Quality 0.59 < 0.6,0.6503,0.5139,0.8446,0.6886,0.916,0.246,0.8382,0.46,0.616,0.6404,0.7054
AWEUSDT,4h,long,0.5828,0.8357,0.77,0.535,0.0,trending_down,DOWN,reversing,False,0.2529,False,RVOL 0.19 < 0.7,0.6344,0.5135,0.8446,0.5187,0.916,0.246,0.8357,0.56,0.587,0.6115,0.535
AWEUSDT,1h,long,0.5816,0.8369,0.77,0.7941,0.0,trending_down,DOWN,continuing,False,0.2553,False,Quality 0.58 < 0.6,0.6344,0.5137,0.8446,0.5172,0.916,0.246,0.8369,0.56,0.528,0.6699,0.7941
AWEUSDT,1d,long,0.5507,0.7592,0.77,0.3362,0.0,trending_down,UP,continuing,True,0.2085,False,RVOL 0.53 < 0.7,0.6058,0.5939,0.8446,0.347,0.916,0.253,0.7592,0.4,0.533,0.7139,0.3362
AXPONUSDT,1d,long,0.6026,0.7888,0.77,0.0,0.0,calm,DOWN,continuing,False,0.1862,False,RVOL 0.53 < 0.7,0.6595,0.5144,0.4066,0.5866,0.916,0.9561,0.7888,0.7,0.58,0.5828,0.0
AXPONUSDT,30m,long,0.5736,0.7906,0.77,0.7955,0.0,calm,UP,continuing,False,0.217,False,RVOL 0.60 < 0.7,0.6367,0.5147,0.4066,0.6599,0.916,0.9561,0.7906,0.36,0.621,0.6464,0.7955
AXPONUSDT,1h,long,0.5532,0.7869,0.77,0.4659,0.0,calm,UP,continuing,False,0.2337,False,ADX 18.4 < 25,0.631,0.514,0.4066,0.7321,0.916,0.9561,0.7869,0.2,0.634,0.5573,0.4659
AXPONUSDT,4h,long,0.4925,0.7173,0.77,0.0,0.0,calm,UP,continuing,False,0.2248,False,RVOL 0.24 < 0.7,0.5754,0.5135,0.4066,0.4084,0.916,0.9561,0.7173,0.2,0.48,0.4896,0.0
AZTECUSDT,30m,short,0.7595,0.7206,0.72,0.3672,0.0,trending_down,DOWN,continuing,False,-0.0389,False,Sem BOS ou CHoCH confirmado,0.8012,0.5939,0.9467,0.76,1.0,0.7468,0.7206,1.0,0.799,0.8566,0.3672
AZTECUSDT,1d,short,0.6815,0.8632,0.72,0.0,0.0,trending_down,DOWN,reversing,False,0.1817,False,RVOL 0.49 < 0.7,0.7274,0.5134,0.9467,0.5786,1.0,0.7398,0.8632,0.6,0.729,0.8513,0.0
AZTECUSDT,4h,short,0.6356,0.7895,0.72,0.0,0.0,trending_down,DOWN,starting,False,0.1539,False,Sem BOS ou CHoCH confirmado,0.7101,0.5944,0.9467,0.5055,1.0,0.7468,0.7895,0.4,0.679,0.7133,0.0
BABYUSDT,30m,short,0.6994,0.7456,0.72,0.7756,0.0,ranging,UP,starting,False,0.0462,False,Confidence 0.75 < 0.75,0.6881,0.5139,0.46,0.694,0.916,0.7458,0.7456,1.0,0.84,0.9784,0.7756
BABYUSDT,1h,short,0.6393,0.7446,0.72,0.5962,0.0,ranging,DOWN,continuing,False,0.1053,False,Confidence 0.74 < 0.75,0.6475,0.5137,0.46,0.6242,0.916,0.7458,0.7446,0.7,0.738,0.9519,0.5962
BABYUSDT,1d,short,0.6349,0.7437,0.72,0.1474,0.0,ranging,DOWN,continuing,False,0.1088,False,RVOL 0.45 < 0.7,0.6391,0.5135,0.46,0.5695,0.916,0.7458,0.7437,0.7,0.749,0.9551,0.1474
BABYUSDT,4h,short,0.4954,0.6668,0.72,0.5513,0.0,ranging,DOWN,continuing,False,0.1714,False,RVOL 0.19 < 0.7,0.5002,0.1906,0.46,0.5179,0.916,0.7177,0.6668,0.3,0.649,0.7461,0.5513
BACONUSDT,1d,long,0.576,0.743,0.71,0.0,0.0,ranging,UP,continuing,False,0.167,False,RVOL 0.53 < 0.7,0.6226,0.5134,0.4597,0.4653,0.916,0.8381,0.743,0.6,0.48,0.7828,0.0
BACONUSDT,1h,long,0.5535,0.677,0.71,0.0,0.0,ranging,UP,continuing,False,0.1235,False,Sem BOS ou CHoCH confirmado,0.5726,0.1923,0.4597,0.7296,0.916,0.81,0.677,0.6,0.612,0.651,0.0
BACONUSDT,30m,short,0.4989,0.6063,0.71,0.0,0.0,ranging,UP,continuing,False,0.1074,False,Sem BOS ou CHoCH confirmado,0.5388,0.1916,0.4597,0.6862,0.916,0.81,0.6063,0.4,0.522,0.5593,0.0
BASEDUSDT,30m,long,0.6015,0.8518,0.74,0.9041,0.0,volatile,UP,starting,False,0.2503,False,RVOL 0.67 < 0.7,0.6046,0.5139,0.4351,0.6736,0.916,0.1728,0.8518,0.7,0.685,0.8522,0.9041
BASEDUSDT,4h,long,0.5913,0.85,0.74,0.0699,0.0,volatile,UP,reversing,False,0.2587,False,RVOL 0.20 < 0.7,0.5903,0.5135,0.4351,0.5801,0.916,0.1728,0.85,0.7,0.714,0.8103,0.0699
BASEDUSDT,1d,long,0.539,0.8501,0.74,0.0,0.0,volatile,UP,continuing,False,0.3111,False,RVOL 0.48 < 0.7,0.5757,0.5137,0.4351,0.5758,0.916,0.1728,0.8501,0.56,0.483,0.6878,0.0
BASEDUSDT,1h,short,0.5165,0.8485,0.74,0.8022,0.0,volatile,UP,continuing,False,0.332,False,ADX 22.5 < 25,0.5719,0.5134,0.4351,0.552,0.916,0.1728,0.8485,0.56,0.408,0.5325,0.8022
BCCOINUSDT,4h,short,0.5294,0.8845,0.86,0.7363,0.0,volatile,UP,continuing,False,0.3551,False,RVOL 0.25 < 0.7,0.577,0.5135,0.4287,0.5904,0.958,0.1765,0.8845,0.46,0.478,0.6348,0.7363
BCCOINUSDT,1d,short,0.5118,0.8841,0.86,0.1464,0.0,volatile,SIDE,continuing,False,0.3723,False,RVOL 0.47 < 0.7,0.5834,0.5135,0.4287,0.6331,0.958,0.1765,0.8841,0.46,0.38,0.4821,0.1464
BCCOINUSDT,30m,short,0.5039,0.8207,0.86,0.3178,0.0,volatile,UP,reversing,False,0.3168,False,ADX 23.9 < 25,0.5811,0.514,0.4287,0.6994,0.958,0.1765,0.8207,0.4,0.409,0.4379,0.3178
BCCOINUSDT,1h,short,0.4678,0.7415,0.86,0.3112,0.0,volatile,UP,continuing,False,0.2737,False,ADX 23.9 < 25,0.4962,0.1908,0.4287,0.7435,0.958,0.1484,0.7415,0.4,0.448,0.5542,0.3112
BDXNUSDT,1d,short,0.6696,0.8635,0.82,0.0,0.0,trending_down,DOWN,continuing,False,0.1939,False,RVOL 0.54 < 0.7,0.6966,0.5135,0.8791,0.4687,0.916,0.7232,0.8635,0.7,0.68,0.9433,0.0
BDXNUSDT,30m,short,0.6678,0.8648,0.82,0.6182,0.0,trending_down,DOWN,continuing,False,0.197,False,Sem BOS ou CHoCH confirmado,0.7186,0.5137,0.8791,0.5477,0.916,0.7232,0.8648,0.8,0.58,0.7731,0.6182
BDXNUSDT,4h,short,0.5859,0.7887,0.82,0.6066,0.0,trending_down,SIDE,reversing,False,0.2028,False,RVOL 0.23 < 0.7,0.6234,0.191,0.8791,0.5867,0.916,0.6951,0.7887,0.7,0.56,0.5612,0.6066
BDXNUSDT,1h,short,0.535,0.7232,0.82,0.7339,0.0,trending_down,DOWN,continuing,False,0.1882,False,Sem BOS ou CHoCH confirmado,0.582,0.1911,0.8791,0.5544,0.916,0.6951,0.7232,0.4,0.48,0.65,0.7339
BEONUSDT,4h,short,0.4842,0.6383,0.71,0.0,0.0,trending_down,DOWN,continuing,False,0.1541,False,RVOL 0.11 < 0.7,0.5363,0.1903,0.8849,0.2629,0.916,0.8537,0.6383,0.3,0.46,0.5485,0.0
BERAUSDT,1d,short,0.6962,0.7435,0.73,0.0,0.0,ranging,DOWN,continuing,False,0.0473,False,RVOL 0.53 < 0.7,0.7541,0.9974,0.4778,0.5866,0.916,0.7333,0.7435,0.6,0.811,0.9457,0.0
BERAUSDT,4h,short,0.6643,0.7465,0.73,0.0,0.0,ranging,DOWN,continuing,False,0.0822,False,RVOL 0.24 < 0.7,0.6426,0.514,0.4778,0.4083,0.916,0.6912,0.7465,1.0,0.781,1.0,0.0
BERAUSDT,30m,short,0.5871,0.7478,0.73,0.4635,0.0,ranging,DOWN,continuing,False,0.1607,False,Quality 0.59 < 0.6,0.621,0.5142,0.4778,0.6235,0.916,0.6912,0.7478,0.46,0.625,0.8634,0.4635
BERAUSDT,1h,short,0.5765,0.6661,0.73,0.0,0.0,ranging,DOWN,continuing,False,0.0896,False,Entry Zone FAIL (score 0.00 < 0.4),0.6169,0.5937,0.4778,0.42,0.916,0.6982,0.6661,0.6,0.56,0.791,0.0
